Transaction_Type,Property_Type,Municipality,Neighborhood,Price,Land_Area,Construction_Area,Price_per_SqMeter_Land,Price_per_SqMeter_Construction
Sale,Departamento,ZAPOPAN,LOMA BONITA,2450000.0,,60.0,,40833.333333333336
Sale,Casa,ZAPOPAN,,8200000.0,222.0,235.0,36936.93693693694,34893.617021276594
Sale,Casa,TONALA,JALISCO IV SECC,835091.0,,,,
Sale,Casa,GUADALAJARA,JARDINES DEL COUNTRY,6500000.0,280.0,323.0,23214.285714285714,20123.839009287927
Sale,Casa,GUADALAJARA,CIRCUNVALACION BELISARIO,458000.0,180.0,,2544.4444444444443,
Sale,Casa,ZAPOPAN,HACIENDA DEL TEPEYAC,3150000.0,100.0,110.0,31500.0,28636.363636363636
Sale,Casa,ZAPOPAN,,6800000.0,156.0,214.0,43589.743589743586,31775.70093457944
Sale,Casa,TLAJOMULCO,,8500000.0,250.0,290.0,34000.0,29310.344827586207
Sale,Casa,ZAPOPAN,,22000000.0,930.0,1100.0,23655.913978494624,20000.0
Sale,Casa,GUADALAJARA,FABRICA DE ATEMAJAC,2700000.0,87.0,113.0,31034.48275862069,23893.805309734515
Sale,Casa,TLAQUEPAQUE,,11990000.0,315.0,500.0,38063.49206349206,23980.0
Sale,Casa,ZAPOPAN,,49950000.0,476.0,648.0,104936.97478991597,77083.33333333333
Sale,Departamento,ZAPOPAN,ARCOS DE GUADALUPE,5100694.0,,79.0,,64565.74683544304
Sale,Departamento,GUADALAJARA,,1500000.0,,55.0,,27272.727272727272
Sale,Casa,TLAQUEPAQUE,SAN JUAN,710000.0,84.0,,8452.380952380952,
Sale,Casa,ZAPOPAN,AYAMONTE,60000000.0,1028.0,1140.0,58365.75875486381,52631.57894736842
Sale,Casa,ZAPOPAN,VALLE IMPERIAL,4900000.0,250.0,,19600.0,
Sale,Departamento,GUADALAJARA,ZONA CENTRO,2595000.0,,62.0,,41854.83870967742
Sale,Departamento,GUADALAJARA,CHAPALITA,6084886.0,,105.0,,57951.29523809524
Sale,Casa,TLAJOMULCO,EL CIELO COUNTRY CLUB,24000000.0,474.0,440.0,50632.91139240506,54545.454545454544
Sale,Casa,GUADALAJARA,,20000000.0,483.0,443.0,41407.867494824015,45146.72686230249
Sale,Casa,ZAPOPAN,,21000000.0,640.0,502.0,32812.5,41832.66932270916
Sale,Departamento,ZAPOPAN,,4200000.0,82.0,,51219.51219512195,
Sale,Casa,ZAPOPAN,,8250000.0,284.0,348.0,29049.295774647886,23706.896551724138
Sale,Departamento,GUADALAJARA,LOMAS DE PROVIDENCIA,9735000.0,,,,
Sale,Casa,ZAPOPAN,LAS FUENTES,9340000.0,324.0,311.0,28827.16049382716,30032.154340836012
Sale,Casa,TLAJOMULCO,NATUREZZA,2635680.0,108.0,170.0,24404.444444444445,15504.0
Sale,Casa,TLAJOMULCO,,3150000.0,154.0,257.0,20454.545454545456,12256.809338521402
Sale,Departamento,GUADALAJARA,CHAPULTEPEC COUNTRY,7530110.0,,127.0,,59292.20472440945
Sale,Casa,ZAPOPAN,,3759000.0,,138.0,,27239.130434782608
Sale,Departamento,GUADALAJARA,CIRCUNVALACION VALLARTA,2439580.0,,,,
Sale,Casa,ZAPOPAN,LA LOMA,5800000.0,255.0,240.0,22745.098039215685,24166.666666666668
Sale,Departamento,ZAPOPAN,,3967351.0,,104.0,,38147.605769230766
Sale,Casa,GUADALAJARA,,820000.0,,,,
Sale,Casa,GUADALAJARA,AARON JOAQUIN,1144659.0,120.0,,9538.825,
Sale,Casa,GUADALAJARA,JARDINES DE LA CRUZ,4350000.0,140.0,247.0,31071.428571428572,17611.336032388663
Sale,Departamento,ZAPOPAN,,3750635.0,,,,
Sale,Casa,GUADALAJARA,,4627000.0,250.0,250.0,18508.0,18508.0
Sale,Casa,TLAJOMULCO,,35000000.0,886.0,,39503.38600451467,
Sale,Departamento,GUADALAJARA,,4066000.0,,67.0,,60686.567164179105
Sale,Casa,GUADALAJARA,JARDINES DEL BOSQUE,8900000.0,378.0,378.0,23544.973544973545,23544.973544973545
Sale,Departamento,GUADALAJARA,SUTAJ,2400000.0,66.0,66.0,36363.63636363636,36363.63636363636
Sale,Casa,GUADALAJARA,BOSQUES DE LA VICTORIA,756500.0,347.0,347.0,2180.1152737752163,2180.1152737752163
Sale,Departamento,GUADALAJARA,,5342000.0,,79.0,,67620.25316455697
Sale,Casa,TLAJOMULCO,VILLAS DE LA HACIENDA,766000.0,100.0,,7660.0,
Sale,Casa,GUADALAJARA,INDEPENDENCIA,356400.0,120.0,,2970.0,
Sale,Casa,ZAPOPAN,,6139200.0,363.0,411.0,16912.396694214876,14937.226277372263
Sale,Casa,ZAPOPAN,,21200000.0,300.0,500.0,70666.66666666667,42400.0
Sale,Departamento,ZAPOPAN,,2834971.0,,75.0,,37799.613333333335
Sale,Casa,ZAPOPAN,,9200000.0,505.0,305.0,18217.821782178216,30163.93442622951
Sale,Casa,GUADALAJARA,,1850000.0,,185.0,,10000.0
Sale,Casa,ZAPOPAN,VALLE DE LOS MOLINOS,650000.0,99.0,,6565.656565656565,
Sale,Casa,ZAPOPAN,,33800000.0,522.0,854.0,64750.95785440613,39578.45433255269
Sale,Casa,GUADALAJARA,LOMAS DE POLANCO,3500000.0,75.0,,46666.666666666664,
Sale,Casa,ZAPOPAN,,6900000.0,132.0,290.0,52272.72727272727,23793.103448275862
Sale,Departamento,TLAQUEPAQUE,EL SAUZ,1000000.0,,70.0,,14285.714285714286
Sale,Departamento,GUADALAJARA,OBRERA,7900000.0,290.0,290.0,27241.379310344826,27241.379310344826
Sale,Casa,GUADALAJARA,JARDINES DE SAN JOSE,471000.0,130.0,,3623.076923076923,
Sale,Departamento,GUADALAJARA,MEXICALTZINGO,1747826.0,,,,
Sale,Departamento,ZAPOPAN,,3205151.0,,,,
Sale,Casa,ZAPOPAN,BOSQUES DE SAN GONZALO,2880000.0,168.0,,17142.85714285714,
Sale,Departamento,GUADALAJARA,CHAPALITA,5065938.0,,54.0,,93813.66666666667
Sale,Departamento,ZAPOPAN,,5452946.0,132.15,98.47,41263.30684827847,55376.723875291966
Sale,Casa,GUADALAJARA,BOSQUES DE LA VICTORIA,510000.0,140.0,300.0,3642.8571428571427,1700.0
Sale,Departamento,GUADALAJARA,,1815000.0,,62.0,,29274.1935483871
Sale,Departamento,ZAPOPAN,PUERTA DE PLATA,15500000.0,321.0,321.0,48286.604361370715,48286.604361370715
Sale,Casa,GUADALAJARA,,4570000.0,230.0,371.0,19869.565217391304,12318.059299191375
Sale,Casa,GUADALAJARA,POSTES CUATES,3608000.0,300.0,,12026.666666666666,
Sale,Casa,ZAPOPAN,,10350000.0,161.85,308.6,63948.10009267841,33538.56124432923
Sale,Casa,TLAJOMULCO,,2300000.0,90.0,70.0,25555.555555555555,32857.142857142855
Sale,Departamento,ZAPOPAN,PUERTA DE HIERRO,12500000.0,,171.0,,73099.41520467836
Sale,Casa,TONALA,VILLAS DE SANTIAGO,961600.0,,,,
Sale,Departamento,ZAPOPAN,EL CAMPANARIO,2625000.0,86.0,86.0,30523.25581395349,30523.25581395349
Sale,Departamento,GUADALAJARA,MODERNA,4531500.0,90.0,90.0,50350.0,50350.0
Sale,Departamento,GUADALAJARA,COLOMOS PROVIDENCIA,7588627.0,,,,
Sale,Casa,ZAPOPAN,REAL VALLARTA,550000.0,336.0,412.0,1636.904761904762,1334.9514563106795
Sale,Casa,ZAPOPAN,BOSQUES VALLARTA,9436875.0,175.0,280.0,53925.0,33703.125
Sale,Casa,TLAJOMULCO,FRACCIONAMIENTO RESIDENCIAL SAN JOSE,1223000.0,,,,
Sale,Casa,TLAJOMULCO,,3690000.0,145.0,162.0,25448.275862068964,22777.777777777777
Sale,Departamento,ZAPOPAN,VALLE REAL,9450000.0,208.0,208.0,45432.692307692305,45432.692307692305
Sale,Casa,ZAPOPAN,EL CAMPANARIO,2878000.0,73.0,73.0,39424.65753424657,39424.65753424657
Sale,Casa,GUADALAJARA,CIRCUNVALACION OBLATOS,1721572.0,130.0,,13242.861538461539,
Sale,Casa,TLAJOMULCO,BOSQUES DE SANTA ANITA,8606000.0,485.0,347.0,17744.329896907217,24801.15273775216
Sale,Casa,EL SALTO,,1250000.0,120.0,155.0,10416.666666666666,8064.5161290322585
Sale,Casa,TLAJOMULCO,,2650000.0,110.0,147.0,24090.909090909092,18027.210884353743
Sale,Casa,TONALA,,368376.0,60.0,55.0,6139.6,6697.745454545455
Sale,Departamento,GUADALAJARA,AMERICANA,3724731.0,,58.29,,63900.0
Sale,Casa,ZAPOPAN,ALTUS QUINTAS,395654.0,90.0,,4396.155555555555,
Sale,Casa,ZAPOPAN,,11650000.0,244.0,269.0,47745.901639344265,43308.5501858736
Sale,Casa,TLAJOMULCO,ADAMAR,3500000.0,130.0,175.0,26923.076923076922,20000.0
Sale,Casa,ZAPOPAN,SANTA RITA,6500000.0,,,,
Sale,Casa,ZAPOPAN,,6500000.0,140.0,220.0,46428.57142857143,29545.454545454544
Sale,Casa,ZAPOPAN,,4100000.0,117.0,173.0,35042.73504273504,23699.42196531792
Sale,Departamento,GUADALAJARA,VALLARTA NORTE,5213185.0,66.0,66.0,78987.65151515152,78987.65151515152
Sale,Casa,GUADALAJARA,,10290000.0,445.0,487.0,23123.595505617977,21129.36344969199
Sale,Casa,ZAPOPAN,VIRREYES,6950000.0,200.0,263.0,34750.0,26425.855513307986
Sale,Casa,ZAPOPAN,CIUDAD DEL SOL,19500000.0,800.0,800.0,24375.0,24375.0
Sale,Departamento,GUADALAJARA,,5231164.0,77.0,77.0,67937.1948051948,67937.1948051948
Sale,Departamento,ZAPOPAN,REAL DE VALDEPEÑAS,3522000.0,105.0,105.0,33542.857142857145,33542.857142857145
Sale,Departamento,ZAPOPAN,PUERTA DE HIERRO,9080000.0,,102.0,,89019.60784313726
Sale,Departamento,GUADALAJARA,MEZQUITAN COUNTRY,2350000.0,55.0,55.0,42727.27272727273,42727.27272727273
Sale,Casa,TLAJOMULCO,,2795000.0,102.0,,27401.960784313724,
Sale,Departamento,ZAPOPAN,PRADOS TEPEYAC,3200000.0,,74.0,,43243.24324324324
Sale,Casa,TLAQUEPAQUE,,1700000.0,80.0,146.0,21250.0,11643.835616438357
Sale,Casa,TLAJOMULCO,,7990000.0,534.0,390.0,14962.5468164794,20487.17948717949
Sale,Departamento,GUADALAJARA,JARDINES DEL SAUZ,1250000.0,,53.0,,23584.905660377357
Sale,Casa,EL SALTO,,410000.0,70.0,,5857.142857142857,
Sale,Casa,ZAPOPAN,,6200000.0,156.0,203.0,39743.58974358974,30541.871921182264
Sale,Casa,ZAPOPAN,ALCAZAR PONIENTE,34900000.0,480.0,660.0,72708.33333333333,52878.78787878788
Sale,Casa,TLAJOMULCO,,2604548.0,,,,
Sale,Casa,ZAPOPAN,SOLARES ANTARA,7190000.0,140.0,200.0,51357.142857142855,35950.0
Sale,Casa,GUADALAJARA,ARBOLEDAS SUR,1630000.0,90.0,134.0,18111.11111111111,12164.179104477613
Sale,Casa,ZAPOPAN,,1550000.0,150.0,120.0,10333.333333333334,12916.666666666666
Sale,Departamento,GUADALAJARA,ZONA CENTRO,1990000.0,85.0,85.0,23411.764705882353,23411.764705882353
Sale,Casa,TLAJOMULCO,REAL DEL VALLE,707268.0,100.0,,7072.68,
Sale,Casa,GUADALAJARA,,3950000.0,131.0,208.0,30152.67175572519,18990.384615384617
Sale,Departamento,GUADALAJARA,,3700000.0,4630.0,,799.1360691144708,
Sale,Casa,ZAPOPAN,,1049600.0,140.0,90.0,7497.142857142857,11662.222222222223
Sale,Casa,GUADALAJARA,PANORAMICA DE HUENTITAN,10900000.0,178.0,696.0,61235.95505617977,15660.919540229885
Sale,Departamento,GUADALAJARA,JARDINES DEL BOSQUE,5790000.0,142.0,109.0,40774.64788732395,53119.266055045875
Sale,Casa,TONALA,RANCHO DE LA CRUZ,2150000.0,90.0,180.0,23888.88888888889,11944.444444444445
Sale,Departamento,GUADALAJARA,PROVIDENCIA,2980000.0,,,,
Sale,Casa,ZAPOPAN,,5800000.0,140.0,210.0,41428.57142857143,27619.04761904762
Sale,Departamento,GUADALAJARA,JARDINES DEL BOSQUE,3756357.0,,83.0,,45257.31325301205
Sale,Casa,EL SALTO,,5350000.0,1764.5,247.0,3032.0204023802776,21659.919028340082
Sale,Casa,TLAJOMULCO,EL MANANTIAL,8400000.0,250.0,280.0,33600.0,30000.0
Sale,Casa,GUADALAJARA,BEATRIZ HERNANDEZ,2650000.0,140.0,260.0,18928.571428571428,10192.307692307691
Sale,Casa,ZAPOPAN,VALLE IMPERIAL,4690000.0,120.0,220.0,39083.333333333336,21318.18181818182
Sale,Casa,ZAPOPAN,PUERTA DEL ROBLE,16175492.0,270.0,350.0,59909.229629629626,46215.69142857143
Sale,Departamento,TLAQUEPAQUE,,880000.0,52.0,52.0,16923.076923076922,16923.076923076922
Sale,Departamento,GUADALAJARA,,5122440.0,,67.0,,76454.32835820895
Sale,Casa,GUADALAJARA,COLINAS DE SAN JAVIER,30000000.0,1396.0,800.0,21489.97134670487,37500.0
Sale,Casa,TLAJOMULCO,,547800.0,115.0,,4763.478260869565,
Sale,Casa,ZAPOPAN,,3131397.0,102.0,115.0,30699.970588235294,27229.539130434783
Sale,Casa,TLAJOMULCO,,3307860.0,,150.0,,22052.4
Sale,Casa,EL SALTO,LA AZUCENA,322928.0,90.0,95.0,3588.088888888889,3399.242105263158
Sale,Casa,ZAPOPAN,CIUDAD DEL SOL,16790000.0,800.0,491.0,20987.5,34195.51934826884
Sale,Departamento,GUADALAJARA,,3600000.0,60.0,60.0,60000.0,60000.0
Sale,Casa,GUADALAJARA,CUAUHTEMOC,2710000.0,214.0,,12663.55140186916,
Sale,Departamento,GUADALAJARA,,5650000.0,100.0,100.0,56500.0,56500.0
Sale,Casa,TLAJOMULCO,,3900000.0,144.0,190.0,27083.333333333332,20526.315789473683
Sale,Casa,ZAPOPAN,LA FLORESTA DEL COLLI,2150000.0,140.0,280.0,15357.142857142857,7678.571428571428
Sale,Casa,TLAJOMULCO,ARBOLADA BOSQUES DE SANTA ANITA,4250000.0,120.0,174.0,35416.666666666664,24425.287356321838
Sale,Casa,ZAPOPAN,PUERTA DE HIERRO,47925000.0,1065.0,800.0,45000.0,59906.25
Sale,Casa,TLAJOMULCO,,5990000.0,140.0,248.0,42785.71428571428,24153.225806451614
Sale,Casa,TLAJOMULCO,,982008.0,87.0,105.0,11287.448275862069,9352.457142857143
Sale,Casa,TLAJOMULCO,,3180000.0,145.0,150.0,21931.03448275862,21200.0
Sale,Casa,ZAPOPAN,SOLARES ANTARA,9600000.0,160.0,,60000.0,
Sale,Casa,TONALA,MISION SAN FRANCISCO III,1200000.0,120.0,250.0,10000.0,4800.0
Sale,Casa,TLAJOMULCO,,2950000.0,90.0,91.0,32777.77777777778,32417.582417582416
Sale,Casa,TLAJOMULCO,CAMPO SUR,714000.0,140.0,145.0,5100.0,4924.137931034483
Sale,Casa,GUADALAJARA,EL JAGUEY,830000.0,102.0,103.0,8137.254901960784,8058.252427184466
Sale,Casa,ZAPOPAN,,5500000.0,160.0,235.0,34375.0,23404.255319148935
Sale,Casa,GUADALAJARA,,2350000.0,82.25,150.0,28571.428571428572,15666.666666666666
Sale,Casa,GUADALAJARA,VERDE VALLE,8950000.0,245.0,276.0,36530.61224489796,32427.536231884056
Sale,Casa,ZAPOPAN,ARCOS DE GUADALUPE,10500000.0,315.0,470.0,33333.333333333336,22340.425531914894
Sale,Departamento,GUADALAJARA,,2350000.0,,75.0,,31333.333333333332
Sale,Casa,TLAQUEPAQUE,LA DURAZNERA,2800000.0,280.0,368.0,10000.0,7608.695652173913
Sale,Casa,GUADALAJARA,AARON JOAQUIN,2405000.0,120.0,164.0,20041.666666666668,14664.634146341463
Sale,Casa,ZAPOPAN,VILLA CORAL,17995000.0,510.0,590.0,35284.313725490196,30500.0
Sale,Departamento,ZAPOPAN,,7200000.0,,,,
Sale,Casa,TLAJOMULCO,,720050.0,73.0,,9863.698630136987,
Sale,Departamento,GUADALAJARA,,7500000.0,290.0,290.0,25862.068965517243,25862.068965517243
Sale,Casa,ZAPOPAN,,5800000.0,253.0,377.0,22924.901185770752,15384.615384615385
Sale,Casa,ZAPOPAN,,2220000.0,90.0,120.0,24666.666666666668,18500.0
Sale,Casa,ZAPOPAN,,1051720.0,90.0,,11685.777777777777,
Sale,Departamento,GUADALAJARA,MARGARITA MAZA DE JUAREZ,2387820.0,,72.0,,33164.166666666664
Sale,Casa,GUADALAJARA,COLOMOS PROVIDENCIA,11000000.0,325.0,247.0,33846.153846153844,44534.41295546559
Sale,Departamento,GUADALAJARA,PROVIDENCIA,6627461.0,,,,
Sale,Casa,TLAJOMULCO,EL PALOMAR,19900000.0,820.0,,24268.29268292683,
Sale,Departamento,TONALA,,850000.0,,,,
Sale,Casa,TONALA,,1095577.0,80.0,,13694.7125,
Sale,Casa,ZAPOPAN,SANTA ANA TEPETITLAN,2680000.0,66.0,118.0,40606.06060606061,22711.86440677966
Sale,Casa,ZAPOPAN,FORET,1253000.0,110.0,,11390.90909090909,
Sale,Departamento,ZAPOPAN,,5990000.0,134.0,134.0,44701.49253731343,44701.49253731343
Sale,Casa,ZAPOPAN,LA PRIMAVERA,6330000.0,1557.0,778.0,4065.5105973025047,8136.2467866323905
Sale,Casa,ZAPOPAN,LA JOYA,4436527.0,279.0,,15901.530465949822,
Sale,Departamento,ZAPOPAN,,3706376.0,104.0,104.0,35638.230769230766,35638.230769230766
Sale,Departamento,ZAPOPAN,CORDILLERAS,1830000.0,54.0,54.0,33888.88888888889,33888.88888888889
Sale,Casa,ZAPOPAN,MADEIRAS,6580000.0,193.0,285.0,34093.26424870466,23087.719298245614
Sale,Departamento,TLAJOMULCO,VILLAS DE LA TIJERA,6320176.0,143.0,143.0,44197.03496503497,44197.03496503497
Sale,Casa,ZAPOPAN,,35000000.0,1000.0,1000.0,35000.0,35000.0
Sale,Departamento,GUADALAJARA,COLOMOS PROVIDENCIA,4679050.0,111.0,,42153.6036036036,
Sale,Departamento,ZAPOPAN,,8980000.0,183.0,183.0,49071.03825136612,49071.03825136612
Sale,Casa,TLAJOMULCO,NUEVA GALICIA,4990000.0,140.0,200.0,35642.857142857145,24950.0
Sale,Departamento,GUADALAJARA,COLOMOS PROVIDENCIA,2727616.0,,,,
Sale,Casa,ZAPOPAN,,36500000.0,1038.0,623.0,35163.776493256264,58587.479935794545
Sale,Casa,GUADALAJARA,COLOMOS,570000.0,70.0,,8142.857142857143,
Sale,Casa,GUADALAJARA,HUENTITAN EL BAJO,5130000.0,244.0,332.0,21024.590163934427,15451.807228915663
Sale,Departamento,GUADALAJARA,PROVIDENCIA,4500000.0,,97.0,,46391.75257731959
Sale,Departamento,ZAPOPAN,,3414000.0,,57.0,,59894.73684210526
Sale,Casa,GUADALAJARA,INDEPENDENCIA,510000.0,180.0,220.0,2833.3333333333335,2318.181818181818
Sale,Casa,ZAPOPAN,VALLARTA UNIVERSIDAD,13900000.0,560.0,522.0,24821.428571428572,26628.352490421457
Sale,Departamento,GUADALAJARA,PRADOS PROVIDENCIA,7900000.0,,186.0,,42473.11827956989
Sale,Casa,GUADALAJARA,,3450000.0,230.0,242.0,15000.0,14256.198347107438
Sale,Departamento,GUADALAJARA,,13500000.0,,,,
Sale,Casa,TLAJOMULCO,,1700000.0,600.0,,2833.3333333333335,
Sale,Casa,TONALA,RANCHO DE LA CRUZ,2200000.0,114.0,175.0,19298.245614035088,12571.42857142857
Sale,Departamento,GUADALAJARA,ITALIA PROVIDENCIA,3091153.0,50.0,50.0,61823.06,61823.06
Sale,Casa,ZAPOPAN,,9700000.0,194.0,373.0,50000.0,26005.361930294905
Sale,Casa,ZAPOPAN,LOMAS ALTAS,6400000.0,,,,
Sale,Departamento,ZAPOPAN,,2904227.0,,60.0,,48403.78333333333
Sale,Departamento,GUADALAJARA,QUINTA VELARDE,1595660.0,,,,
Sale,Departamento,GUADALAJARA,LADRON DE GUEVARA,5150000.0,,87.0,,59195.402298850575
Sale,Departamento,GUADALAJARA,MODERNA,2152000.0,,68.24,,31535.75615474795
Sale,Casa,ZAPOPAN,REAL DE VALDEPEÑAS,3850000.0,103.0,136.0,37378.64077669903,28308.823529411766
Sale,Casa,ZAPOPAN,,5195000.0,149.0,206.0,34865.77181208054,25218.44660194175
Sale,Departamento,GUADALAJARA,COUNTRY CLUB,5465340.0,,101.0,,54112.27722772277
Sale,Casa,ZAPOPAN,,11437000.0,233.0,,49085.83690987124,
Sale,Departamento,GUADALAJARA,LADRON DE GUEVARA,5200000.0,110.0,110.0,47272.72727272727,47272.72727272727
Sale,Casa,TLAJOMULCO,EL PALOMAR,23900000.0,1244.0,585.0,19212.218649517687,40854.70085470085
Sale,Departamento,GUADALAJARA,LADRON DE GUEVARA,7255804.0,121.0,121.0,59965.32231404959,59965.32231404959
Sale,Casa,TLAJOMULCO,HACIENDA CASA FUERTE,3672022.0,154.0,196.0,23844.2987012987,18734.80612244898
Sale,Casa,ZAPOPAN,BOSQUES DE SAN ISIDRO (LAS CAÑADAS),23500000.0,2500.0,1500.0,9400.0,15666.666666666666
Sale,Casa,ZAPOPAN,LA ESTANCIA,6500000.0,200.0,240.0,32500.0,27083.333333333332
Sale,Casa,ZAPOPAN,LA CIMA,5000000.0,150.0,,33333.333333333336,
Sale,Departamento,ZAPOPAN,CAÑADAS DE SAN LORENZO,2270000.0,90.0,90.0,25222.222222222223,25222.222222222223
Sale,Casa,ZAPOPAN,,4995000.0,105.0,168.0,47571.42857142857,29732.14285714286
Sale,Casa,ZAPOPAN,NUEVO MEXICO,2250000.0,70.0,122.0,32142.85714285714,18442.622950819674
Sale,Casa,TLAQUEPAQUE,GEO VILLAS LOS OLIVOS III,1661597.0,160.0,,10384.98125,
Sale,Casa,ZAPOPAN,CIUDAD BUGAMBILIAS,11900000.0,813.0,,14637.146371463714,
Sale,Departamento,GUADALAJARA,PROVIDENCIA 4a SECCION,3094310.0,86.0,86.0,35980.348837209305,35980.348837209305
Sale,Departamento,GUADALAJARA,MONRAZ,6627784.0,98.0,98.0,67630.44897959183,67630.44897959183
Sale,Casa,TONALA,TONALTECAS I,2800000.0,84.0,,33333.333333333336,
Sale,Casa,TLAJOMULCO,CONDOMINIO CAMPO DE GOLF SANTA ANITA,38500000.0,1444.0,,26662.049861495845,
Sale,Departamento,ZAPOPAN,PUERTA DE HIERRO,12339000.0,,157.0,,78592.3566878981
Sale,Casa,ZAPOPAN,,7300000.0,140.0,200.0,52142.857142857145,36500.0
Sale,Departamento,TLAQUEPAQUE,BALCONES DE SANTA MARIA,2804000.0,,61.0,,45967.2131147541
Sale,Casa,ZAPOPAN,COLINAS DE SAN JAVIER,44980000.0,615.0,648.0,73138.21138211382,69413.58024691358
Sale,Casa,GUADALAJARA,ALCALDE BARRANQUITAS,4000000.0,187.0,256.0,21390.374331550804,15625.0
Sale,Casa,ZAPOPAN,HOGARES DE NUEVO MEXICO,2200000.0,144.0,240.0,15277.777777777777,9166.666666666666
Sale,Casa,ZAPOPAN,,10600000.0,450.0,312.0,23555.555555555555,33974.35897435898
Sale,Departamento,GUADALAJARA,,2300000.0,,53.0,,43396.22641509434
Sale,Casa,TLAJOMULCO,SANTA ANITA,12499000.0,608.0,374.0,20557.565789473683,33419.786096256685
Sale,Departamento,GUADALAJARA,,2260000.0,56.0,56.0,40357.142857142855,40357.142857142855
Sale,Casa,GUADALAJARA,RINCON DE LA AGUA AZUL,995000.0,120.0,,8291.666666666666,
Sale,Casa,GUADALAJARA,SAN MARCOS,3500000.0,129.0,273.0,27131.782945736435,12820.51282051282
Sale,Casa,ZAPOPAN,JARDINES DE GUADALUPE,9000000.0,300.0,300.0,30000.0,30000.0
Sale,Departamento,ZAPOPAN,,3126342.0,,67.0,,46661.82089552239
Sale,Departamento,GUADALAJARA,,7358820.0,99.0,99.0,74331.51515151515,74331.51515151515
Sale,Casa,TLAJOMULCO,,3340000.0,140.0,167.0,23857.14285714286,20000.0
Sale,Departamento,ZAPOPAN,,3700000.0,,110.0,,33636.36363636364
Sale,Casa,ZAPOPAN,PUERTA DEL LLANO,1557000.0,85.0,,18317.647058823528,
Sale,Casa,ZAPOPAN,CIUDAD DEL SOL,19300000.0,446.0,,43273.542600896864,
Sale,Casa,ZAPOPAN,,2550000.0,,480.0,,5312.5
Sale,Casa,TLAJOMULCO,PUNTO SUR,5356000.0,134.0,175.0,39970.149253731346,30605.714285714286
Sale,Casa,GUADALAJARA,SANTA ROSA,615800.0,60.0,90.0,10263.333333333334,6842.222222222223
Sale,Departamento,GUADALAJARA,PROVIDENCIA,7416420.0,,112.0,,66218.03571428571
Sale,Casa,GUADALAJARA,MONUMENTAL,1420000.0,178.0,,7977.528089887641,
Sale,Casa,GUADALAJARA,JARDINES DEL SAUZ,724000.0,68.0,85.0,10647.058823529413,8517.64705882353
Sale,Casa,ZAPOPAN,VIRREYES,31300000.0,490.0,680.0,63877.551020408166,46029.41176470588
Sale,Departamento,ZAPOPAN,PUERTA LAS LOMAS,15950000.0,170.0,170.0,93823.5294117647,93823.5294117647
Sale,Departamento,GUADALAJARA,,1750000.0,74.0,62.0,23648.64864864865,28225.8064516129
Sale,Departamento,ZAPOPAN,LOMA BLANCA,3723000.0,,52.0,,71596.15384615384
Sale,Casa,TLAQUEPAQUE,VILLA FONTANA,1384108.0,80.0,160.0,17301.35,8650.675
Sale,Casa,TLAQUEPAQUE,PARQUES DEL PALMAR,1800000.0,80.0,113.0,22500.0,15929.20353982301
Sale,Casa,GUADALAJARA,COLINAS DE HUENTITAN,988000.0,140.0,240.0,7057.142857142857,4116.666666666667
Sale,Departamento,GUADALAJARA,COLOMOS PROVIDENCIA,7568039.0,127.0,127.0,59590.85826771653,59590.85826771653
Sale,Departamento,ZAPOPAN,CIUDAD BUGAMBILIAS,2260000.0,,,,
Sale,Casa,GUADALAJARA,JARDINES DEL COUNTRY,5400000.0,160.0,245.0,33750.0,22040.816326530614
Sale,Casa,ZAPOPAN,,16450000.0,945.0,792.0,17407.40740740741,20770.20202020202
Sale,Casa,ZAPOPAN,VALLE REAL,3830500.0,,,,
Sale,Casa,TLAJOMULCO,LA RIOJA,13900000.0,272.0,377.0,51102.94117647059,36870.02652519894
Sale,Departamento,GUADALAJARA,,3283000.0,,,,
Sale,Departamento,ZAPOPAN,,1900000.0,100.0,100.0,19000.0,19000.0
Sale,Casa,ZAPOPAN,,8500000.0,144.0,235.0,59027.77777777778,36170.21276595745
Sale,Casa,ZAPOPAN,,8949000.0,165.0,359.0,54236.36363636364,24927.57660167131
Sale,Casa,GUADALAJARA,BOSQUES DE LA VICTORIA,8500000.0,300.0,352.0,28333.333333333332,24147.727272727272
Sale,Departamento,GUADALAJARA,,27500000.0,,448.0,,61383.92857142857
Sale,Casa,TLAJOMULCO,FORESTA SANTA ANITA,2650000.0,162.0,142.0,16358.024691358025,18661.971830985916
Sale,Casa,ZAPOPAN,,17200000.0,433.0,400.0,39722.86374133949,43000.0
Sale,Departamento,GUADALAJARA,COLOMOS PROVIDENCIA,3724500.0,,66.0,,56431.818181818184
Sale,Casa,TLAQUEPAQUE,BALCONES DE SANTA MARIA,470000.0,95.0,125.0,4947.368421052632,3760.0
Sale,Departamento,ZAPOPAN,ZAPOPAN CENTRO,3513000.0,,,,
Sale,Departamento,TLAJOMULCO,LA RIOJA,4800000.0,111.0,95.0,43243.24324324324,50526.31578947369
Sale,Departamento,ZAPOPAN,,3758252.0,,101.0,,37210.41584158416
Sale,Casa,ZAPOPAN,,3960000.0,,,,
Sale,Casa,GUADALAJARA,SAN JUAN DE DIOS,5570000.0,457.0,569.0,12188.183807439826,9789.103690685413
