Transaction_Type,Property_Type,Municipality,Neighborhood,Price,Land_Area,Construction_Area,Price_per_SqMeter_Land,Price_per_SqMeter_Construction
Sale,Casa,TLAJOMULCO,,2635680.0,,108.0,,24404.444444444445
Sale,Casa,TLAJOMULCO,,17000000.0,450.0,2595.0,37777.77777777778,6551.059730250482
Sale,Casa,TLAJOMULCO,CONDOMINIO CAMPO DE GOLF SANTA ANITA,36000000.0,2100.0,772.0,17142.85714285714,46632.12435233161
Sale,Casa,GUADALAJARA,INDEPENDENCIA,4100000.0,211.0,,19431.27962085308,
Sale,Departamento,GUADALAJARA,,3845000.0,69.0,69.0,55724.637681159424,55724.637681159424
Sale,Casa,GUADALAJARA,JARDINES DEL BOSQUE,8900000.0,378.0,378.0,23544.973544973545,23544.973544973545
Sale,Departamento,ZAPOPAN,SANTA LUCIA,605000.0,,,,
Sale,Casa,ZAPOPAN,CIUDAD BUGAMBILIAS,3330000.0,455.0,,7318.681318681319,
Sale,Casa,TLAQUEPAQUE,TERRALTA,668800.0,90.0,90.0,7431.111111111111,7431.111111111111
Sale,Casa,ZAPOPAN,,5900000.0,,270.0,,21851.85185185185
Sale,Departamento,ZAPOPAN,,4200000.0,105.0,105.0,40000.0,40000.0
Sale,Casa,ZAPOPAN,REAL CANTABRIA,788000.0,110.0,170.0,7163.636363636364,4635.294117647059
Sale,Departamento,GUADALAJARA,JARDINES DEL COUNTRY,5611225.0,,,,
Sale,Casa,ZAPOPAN,CIUDAD BUGAMBILIAS,7000000.0,,,,
Sale,Casa,TLAJOMULCO,,505740.0,80.0,,6321.75,
Sale,Casa,ZAPOPAN,CIUDAD BUGAMBILIAS,18600000.0,1003.0,,18544.366899302095,
Sale,Casa,TLAJOMULCO,,12000000.0,,400.0,,30000.0
Sale,Casa,ZAPOPAN,,4250000.0,115.0,186.0,36956.52173913043,22849.462365591397
Sale,Casa,ZAPOPAN,LA ESTANCIA,10500000.0,300.0,,35000.0,
Sale,Departamento,GUADALAJARA,COLOMOS PROVIDENCIA,4798000.0,,,,
Sale,Casa,TLAJOMULCO,,1100000.0,90.0,113.0,12222.222222222223,9734.513274336283
Sale,Casa,TLAQUEPAQUE,,1650000.0,100.0,156.0,16500.0,10576.923076923076
Sale,Casa,ZAPOPAN,,6700000.0,197.0,264.0,34010.15228426396,25378.78787878788
Sale,Casa,TLAJOMULCO,,3200000.0,130.0,176.0,24615.384615384617,18181.81818181818
Sale,Casa,ZAPOPAN,,23025000.0,460.0,450.0,50054.34782608696,51166.666666666664
Sale,Casa,ZAPOPAN,MADEIRAS,3850000.0,104.0,186.0,37019.230769230766,20698.924731182797
Sale,Departamento,ZAPOPAN,,4678000.0,,,,
Sale,Departamento,ZAPOPAN,CIUDAD GRANJA,2770000.0,,,,
Sale,Casa,ZAPOPAN,SOLARES,6750000.0,193.0,221.0,34974.0932642487,30542.986425339368
Sale,Casa,ZAPOPAN,,4700000.0,99.0,180.0,47474.74747474748,26111.11111111111
Sale,Departamento,ZAPOPAN,ALTAMIRA,5500000.0,,190.0,,28947.36842105263
Sale,Departamento,ZAPOPAN,CHAPALITA DE OCCIDENTE,3970000.0,,74.0,,53648.64864864865
Sale,Casa,ZAPOPAN,,11000000.0,377.0,,29177.718832891245,
Sale,Departamento,GUADALAJARA,,4232271.0,74.06,74.06,57146.51633810424,57146.51633810424
Sale,Casa,ZAPOPAN,,9099000.0,148.0,220.0,61479.72972972973,41359.09090909091
Sale,Casa,ZAPOPAN,LOS PINOS,5500000.0,120.0,160.0,45833.333333333336,34375.0
Sale,Casa,ZAPOPAN,,10950000.0,180.0,,60833.333333333336,
Sale,Departamento,GUADALAJARA,MONRAZ,13000000.0,164.0,164.0,79268.29268292683,79268.29268292683
Sale,Casa,ZAPOPAN,LA CIMA,6900000.0,140.0,230.0,49285.71428571428,30000.0
Sale,Departamento,TLAQUEPAQUE,,990000.0,,,,
Sale,Departamento,TLAQUEPAQUE,,2800000.0,,86.0,,32558.13953488372
Sale,Casa,TONALA,URBIVILLA DEL RIO,1950000.0,96.17,110.0,20276.593532286577,17727.272727272728
Sale,Departamento,ZAPOPAN,VIRREYES,4890000.0,77.0,77.0,63506.493506493505,63506.493506493505
Sale,Casa,ZAPOPAN,PARQUES DE TESISTAN,771700.0,80.0,100.0,9646.25,7717.0
Sale,Casa,GUADALAJARA,,980000.0,111.0,134.0,8828.82882882883,7313.432835820896
Sale,Casa,TLAJOMULCO,CONDOMINIO CAMPO DE GOLF SANTA ANITA,18990000.0,950.0,500.0,19989.473684210527,37980.0
Sale,Departamento,GUADALAJARA,ARCOS,2607400.0,,,,
Sale,Departamento,GUADALAJARA,LADRON DE GUEVARA,3200000.0,55.0,55.0,58181.818181818184,58181.818181818184
Sale,Departamento,GUADALAJARA,JARDINES ALCALDE,4450000.0,98.0,98.0,45408.163265306124,45408.163265306124
Sale,Casa,ZAPOPAN,,820000.0,65.0,,12615.384615384615,
Sale,Casa,ZAPOPAN,PARQUE VIRREYES,4040000.0,113.0,164.0,35752.21238938053,24634.146341463416
Sale,Casa,ZAPOPAN,,11000000.0,,350.0,,31428.571428571428
Sale,Casa,GUADALAJARA,PROVIDENCIA,14800000.0,500.0,350.0,29600.0,42285.71428571428
Sale,Casa,ZAPOPAN,PUERTA DE HIERRO,41000000.0,1103.0,680.0,37171.3508612874,60294.117647058825
Sale,Casa,TLAJOMULCO,BOSQUE CEDROS SANTA ANITA,5650000.0,286.0,220.0,19755.244755244756,25681.81818181818
Sale,Casa,ZAPOPAN,PLAZA GUADALUPE,2900000.0,84.0,120.0,34523.80952380953,24166.666666666668
Sale,Casa,GUADALAJARA,,9500000.0,182.0,408.0,52197.8021978022,23284.313725490196
Sale,Casa,TLAQUEPAQUE,,1173819.0,110.0,,10671.081818181818,
Sale,Casa,GUADALAJARA,,4500000.0,231.0,169.0,19480.51948051948,26627.21893491124
Sale,Departamento,TLAQUEPAQUE,,2350000.0,,77.0,,30519.48051948052
Sale,Casa,ZAPOPAN,RANCHO CONTENTO,34500000.0,1043.0,452.0,33077.66059443912,76327.43362831858
Sale,Casa,TLAJOMULCO,EL ORIGEN RESIDENCIAL,3000000.0,106.0,140.0,28301.88679245283,21428.571428571428
Sale,Casa,ZAPOPAN,,17363075.0,380.0,400.0,45692.30263157895,43407.6875
Sale,Casa,TLAQUEPAQUE,PASEOS DEL PRADO,402969.0,75.0,,5372.92,
Sale,Casa,ZAPOPAN,BOSQUE DEL CENTINELA II,400000.0,90.0,120.0,4444.444444444444,3333.3333333333335
Sale,Casa,TLAJOMULCO,,5600000.0,140.0,226.0,40000.0,24778.7610619469
Sale,Casa,TLAJOMULCO,CAMPO SUR,714000.0,140.0,,5100.0,
Sale,Casa,TLAQUEPAQUE,,5500000.0,250.0,434.0,22000.0,12672.811059907834
Sale,Departamento,GUADALAJARA,,7500000.0,,206.0,,36407.76699029126
Sale,Departamento,GUADALAJARA,VALLARTA NORTE,7900000.0,161.0,161.0,49068.32298136646,49068.32298136646
Sale,Casa,GUADALAJARA,JARDINES DEL BOSQUE,13300000.0,578.0,529.0,23010.38062283737,25141.776937618146
Sale,Casa,TLAJOMULCO,EL CIELO COUNTRY CLUB,36000000.0,1037.0,900.0,34715.52555448409,40000.0
Sale,Departamento,ZAPOPAN,PUERTA DE HIERRO,8690000.0,87.0,87.0,99885.05747126437,99885.05747126437
Sale,Casa,ZAPOPAN,LA ESTANCIA,1150000.0,210.0,,5476.190476190476,
Sale,Departamento,ZAPOPAN,,15396000.0,,107.0,,143887.8504672897
Sale,Casa,ZAPOPAN,,5500000.0,130.0,215.0,42307.692307692305,25581.39534883721
Sale,Departamento,GUADALAJARA,ARCOS VALLARTA,5369242.0,,,,
Sale,Departamento,ZAPOPAN,SENDAS,2428100.0,,88.0,,27592.045454545456
Sale,Casa,GUADALAJARA,CIRCUNVALACION BELISARIO,3800000.0,224.0,413.0,16964.285714285714,9200.96852300242
Sale,Departamento,GUADALAJARA,LADRON DE GUEVARA,5171980.0,,170.0,,30423.41176470588
Sale,Casa,TONALA,,883274.0,,,,
Sale,Departamento,GUADALAJARA,COLOMOS PROVIDENCIA,2761643.0,,,,
Sale,Casa,ZAPOPAN,,9400000.0,165.0,285.0,56969.69696969697,32982.45614035088
Sale,Casa,GUADALAJARA,,4489000.0,132.0,213.0,34007.57575757576,21075.117370892018
Sale,Casa,GUADALAJARA,,11650000.0,197.0,,59137.05583756345,
Sale,Casa,ZAPOPAN,NUEVO MEXICO,8167000.0,139.0,,58755.39568345324,
Sale,Departamento,TLAJOMULCO,VILLAS DE LA TIJERA,5343051.0,122.0,123.0,43795.5,43439.439024390245
Sale,Departamento,GUADALAJARA,PROVIDENCIA,8600000.0,,144.0,,59722.22222222222
Sale,Casa,TLAQUEPAQUE,MISION MAGNOLIA,822340.0,110.0,,7475.818181818182,
Sale,Casa,TLAQUEPAQUE,VISTA HERMOSA,946000.0,90.0,,10511.111111111111,
Sale,Departamento,GUADALAJARA,VALLARTA NORTE,5440000.0,,119.0,,45714.28571428572
Sale,Casa,TLAJOMULCO,,7520000.0,252.0,310.0,29841.26984126984,24258.064516129034
Sale,Casa,ZAPOPAN,LAS ARBOLEDAS,3411000.0,200.0,,17055.0,
Sale,Casa,ZAPOPAN,,6650000.0,165.0,236.0,40303.030303030304,28177.966101694914
Sale,Casa,GUADALAJARA,,4100000.0,121.0,203.0,33884.29752066116,20197.04433497537
Sale,Casa,TONALA,LOMA DORADA DELEGACION C,331000.0,,60.0,,5516.666666666667
Sale,Casa,TLAJOMULCO,EL MANANTIAL,15280000.0,428.0,,35700.93457943925,
Sale,Departamento,GUADALAJARA,ARCOS VALLARTA,6213957.0,,117.0,,53110.743589743586
Sale,Departamento,GUADALAJARA,,6150000.0,106.0,106.0,58018.8679245283,58018.8679245283
Sale,Casa,ZAPOPAN,EL COLLI URBANO,1300000.0,180.0,280.0,7222.222222222223,4642.857142857143
Sale,Casa,TLAJOMULCO,EL PALOMAR,17750000.0,846.0,570.0,20981.087470449173,31140.35087719298
Sale,Casa,GUADALAJARA,FERROCARRIL,1775000.0,,113.0,,15707.964601769912
Sale,Departamento,ZAPOPAN,CIUDAD GRANJA,2191100.0,,,,
Sale,Casa,TLAJOMULCO,SAN MIGUEL CUYUTLAN,2250000.0,376.0,,5984.04255319149,
Sale,Casa,TONALA,,750000.0,52.0,52.0,14423.076923076924,14423.076923076924
Sale,Casa,ZAPOPAN,SANTA RITA,23700000.0,500.0,460.0,47400.0,51521.739130434784
Sale,Casa,ZAPOPAN,ATEMAJAC DEL VALLE,932650.0,190.0,190.0,4908.684210526316,4908.684210526316
Sale,Casa,TLAJOMULCO,SENDERO DE LAS MORAS,3950000.0,160.0,160.0,24687.5,24687.5
Sale,Casa,GUADALAJARA,VALLARTA PONIENTE,16500000.0,724.0,,22790.055248618784,
Sale,Casa,GUADALAJARA,,510000.0,103.0,120.0,4951.456310679611,4250.0
Sale,Departamento,GUADALAJARA,MODERNA,3093264.0,,56.0,,55236.857142857145
Sale,Casa,TLAJOMULCO,,900000.0,123.0,93.0,7317.073170731707,9677.41935483871
Sale,Casa,ZAPOPAN,,4170000.0,130.0,130.0,32076.923076923078,32076.923076923078
Sale,Casa,ZAPOPAN,GIRASOLES ELITE,4190000.0,112.0,165.0,37410.71428571428,25393.939393939392
Sale,Departamento,ZAPOPAN,EL BAJIO,5790000.0,147.0,147.0,39387.755102040814,39387.755102040814
Sale,Departamento,GUADALAJARA,,4862220.0,,130.0,,37401.692307692305
Sale,Casa,ZAPOPAN,,8990000.0,244.0,167.0,36844.262295081964,53832.33532934132
Sale,Casa,ZAPOPAN,,9200000.0,316.0,316.0,29113.92405063291,29113.92405063291
Sale,Departamento,GUADALAJARA,,4153380.0,,90.0,,46148.666666666664
Sale,Casa,ZAPOPAN,,4690000.0,119.62,220.0,39207.490386223035,21318.18181818182
Sale,Casa,ZAPOPAN,,39775000.0,1225.0,876.0,32469.38775510204,45405.251141552515
Sale,Departamento,GUADALAJARA,COUNTRY CLUB,9350000.0,171.0,171.0,54678.36257309942,54678.36257309942
Sale,Casa,ZAPOPAN,,11800000.0,232.0,308.0,50862.06896551724,38311.68831168831
Sale,Casa,ZAPOPAN,,510000.0,200.0,,2550.0,
Sale,Departamento,ZAPOPAN,,13000000.0,210.0,210.0,61904.76190476191,61904.76190476191
Sale,Casa,TLAJOMULCO,,460000.0,70.0,65.0,6571.428571428572,7076.923076923077
Sale,Departamento,ZAPOPAN,PUERTA DE HIERRO,16875500.0,,172.0,,98113.37209302325
Sale,Casa,TLAQUEPAQUE,PORTILLO LOPEZ (SALVADOR PORTILLO LOPEZ),1430000.0,90.0,90.0,15888.888888888889,15888.888888888889
Sale,Casa,TLAQUEPAQUE,,3570000.0,105.0,155.0,34000.0,23032.25806451613
Sale,Casa,ZAPOPAN,CAMINO REAL,8200000.0,249.0,330.0,32931.726907630524,24848.484848484848
Sale,Departamento,GUADALAJARA,,4700000.0,140.0,140.0,33571.42857142857,33571.42857142857
Sale,Casa,TLAJOMULCO,HACIENDA CASA FUERTE,7390000.0,282.0,320.0,26205.673758865247,23093.75
Sale,Casa,ZAPOPAN,,3700000.0,144.0,130.0,25694.444444444445,28461.53846153846
Sale,Casa,ZAPOPAN,,6900000.0,210.0,250.0,32857.142857142855,27600.0
Sale,Casa,ZAPOPAN,JACARANDAS,19000000.0,930.0,1058.0,20430.107526881722,17958.412098298675
Sale,Casa,GUADALAJARA,BELISARIO DOMINGUEZ,2100000.0,97.0,183.0,21649.484536082473,11475.409836065573
Sale,Departamento,ZAPOPAN,ARCOS DE ZAPOPAN,1350000.0,56.0,,24107.14285714286,
Sale,Casa,ZAPOPAN,VALLE IMPERIAL,5090000.0,140.0,214.0,36357.142857142855,23785.046728971964
Sale,Departamento,ZAPOPAN,CIUDAD GRANJA,2141523.0,,,,
Sale,Casa,GUADALAJARA,CHAPALITA,13250000.0,375.0,470.0,35333.333333333336,28191.489361702126
Sale,Casa,TLAJOMULCO,SANTA ANITA,20000000.0,912.0,522.0,21929.824561403508,38314.17624521073
Sale,Casa,TONALA,PASEOS DE SANTIAGO,1348561.0,100.0,,13485.61,
Sale,Casa,GUADALAJARA,BOSQUES DE LA VICTORIA,1496102.0,208.0,,7192.798076923077,
Sale,Casa,ZAPOPAN,HACIENDA DEL TEPEYAC,2350000.0,90.0,,26111.11111111111,
Sale,Casa,GUADALAJARA,AARON JOAQUIN,425000.0,120.0,100.0,3541.6666666666665,4250.0
Sale,Departamento,ZAPOPAN,,4900000.0,80.0,80.0,61250.0,61250.0
Sale,Casa,TLAQUEPAQUE,ANTARES II,538640.0,60.0,60.0,8977.333333333334,8977.333333333334
Sale,Departamento,GUADALAJARA,COLOMOS PROVIDENCIA,5100000.0,72.0,72.0,70833.33333333333,70833.33333333333
Sale,Casa,GUADALAJARA,LAGOS DE ORIENTE,1750000.0,100.0,209.0,17500.0,8373.205741626794
Sale,Departamento,TLAQUEPAQUE,ARROYO LAS FLORES,1705000.0,,,,
Sale,Casa,TLAJOMULCO,,2200000.0,160.0,83.0,13750.0,26506.024096385543
Sale,Casa,GUADALAJARA,,17800000.0,,,,
Sale,Departamento,GUADALAJARA,EL RETIRO,1514108.0,,,,
Sale,Casa,TLAJOMULCO,,3450000.0,214.0,207.0,16121.495327102804,16666.666666666668
Sale,Departamento,ZAPOPAN,,11900000.0,210.0,210.0,56666.666666666664,56666.666666666664
Sale,Casa,ZAPOPAN,,1270000.0,,,,
Sale,Casa,TLAJOMULCO,BOSQUE CEDROS SANTA ANITA,4550000.0,130.0,215.0,35000.0,21162.79069767442
Sale,Departamento,ZAPOPAN,,3741844.0,53.0,,70600.83018867925,
Sale,Casa,ZAPOPAN,GIRASOLES ELITE,3590000.0,117.0,97.0,30683.760683760684,37010.30927835051
Sale,Casa,TLAQUEPAQUE,,2700000.0,80.0,115.0,33750.0,23478.260869565216
Sale,Casa,ZAPOPAN,MISION DEL BOSQUE,668801.0,75.0,,8917.346666666666,
Sale,Departamento,ZAPOPAN,,4490000.0,80.0,80.0,56125.0,56125.0
Sale,Casa,GUADALAJARA,CIRCUNVALACION BELISARIO,2550000.0,111.0,170.0,22972.972972972973,15000.0
Sale,Departamento,ZAPOPAN,,9450000.0,208.0,208.0,45432.692307692305,45432.692307692305
Sale,Casa,ZAPOPAN,VILLA CORAL,29000000.0,698.0,,41547.27793696275,
Sale,Casa,ZAPOPAN,,24000000.0,447.0,650.0,53691.275167785236,36923.07692307692
Sale,Departamento,ZAPOPAN,LOMAS ALTAS,8800000.0,181.66,302.81,48442.1446658593,29061.127439648626
Sale,Departamento,GUADALAJARA,COUNTRY CLUB,9118800.0,149.0,149.0,61200.0,61200.0
Sale,Casa,TLAQUEPAQUE,,5000000.0,,630.0,,7936.507936507936
Sale,Casa,TLAJOMULCO,CONDOMINIO CAMPO DE GOLF SANTA ANITA,32250000.0,809.0,1250.0,39864.02966625464,25800.0
Sale,Casa,ZAPOPAN,,7595000.0,152.0,223.0,49967.10526315789,34058.29596412556
Sale,Casa,ZAPOPAN,DEL PARQUE,9300000.0,194.0,255.0,47938.14432989691,36470.58823529412
Sale,Departamento,GUADALAJARA,COUNTRY CLUB,4772880.0,85.0,85.0,56151.529411764706,56151.529411764706
Sale,Departamento,ZAPOPAN,PUERTA DE HIERRO,29990000.0,317.0,317.0,94605.67823343849,94605.67823343849
Sale,Departamento,ZAPOPAN,,3949000.0,,74.0,,53364.86486486487
Sale,Casa,ZAPOPAN,,670000.0,110.0,240.0,6090.909090909091,2791.6666666666665
Sale,Departamento,GUADALAJARA,LOMAS DE INDEPENDENCIA,2012500.0,71.0,71.0,28345.070422535213,28345.070422535213
Sale,Casa,TONALA,,2600000.0,140.0,280.0,18571.428571428572,9285.714285714286
Sale,Casa,GUADALAJARA,,5500000.0,250.0,450.0,22000.0,12222.222222222223
Sale,Casa,TLAJOMULCO,EL MANANTIAL,12800000.0,390.0,,32820.51282051282,
Sale,Departamento,ZAPOPAN,LOMAS DEL BATAN,2050000.0,63.0,,32539.68253968254,
Sale,Casa,ZAPOPAN,,1733000.0,105.0,105.0,16504.761904761905,16504.761904761905
Sale,Casa,ZAPOPAN,,612000.0,130.0,130.0,4707.692307692308,4707.692307692308
Sale,Casa,TLAJOMULCO,BOSQUES DE SANTA ANITA,3220000.0,102.0,122.0,31568.62745098039,26393.44262295082
Sale,Casa,GUADALAJARA,HUENTITAN EL BAJO,638000.0,115.0,80.0,5547.826086956522,7975.0
Sale,Casa,GUADALAJARA,CIRCUNVALACION VALLARTA,7000000.0,167.0,254.0,41916.16766467066,27559.055118110235
Sale,Departamento,ZAPOPAN,HACIENDA DE LAS LOMAS,5900000.0,,117.0,,50427.35042735043
Sale,Departamento,GUADALAJARA,PROVIDENCIA 2a SECCION,3725975.0,,,,
Sale,Casa,TLAJOMULCO,,830000.0,120.0,150.0,6916.666666666667,5533.333333333333
Sale,Casa,ZAPOPAN,LA CALMA,795000.0,260.0,200.0,3057.6923076923076,3975.0
Sale,Casa,ZAPOPAN,JARDINES UNIVERSIDAD,9100000.0,150.0,227.0,60666.666666666664,40088.10572687224
Sale,Departamento,ZAPOPAN,MIRADOR DEL SOL,5711440.0,,102.0,,55994.509803921566
Sale,Casa,ZAPOPAN,LA CIMA,3700000.0,140.0,200.0,26428.571428571428,18500.0
Sale,Departamento,ZAPOPAN,SOLARES,4778707.0,,,,
Sale,Casa,ZAPOPAN,,590000.0,190.0,260.0,3105.2631578947367,2269.230769230769
Sale,Casa,GUADALAJARA,PROVIDENCIA 3a SECCION,8700000.0,265.0,350.0,32830.188679245286,24857.14285714286
Sale,Casa,ZAPOPAN,,2090000.0,110.97,70.3499999999999,18833.919077228078,29708.599857853635
Sale,Departamento,GUADALAJARA,ITALIA PROVIDENCIA,8243925.0,1770.0,133.0,4657.5847457627115,61984.3984962406
Sale,Departamento,GUADALAJARA,,3030054.0,63.0,63.0,48096.09523809524,48096.09523809524
Sale,Departamento,ZAPOPAN,VALLE REAL,6500000.0,120.0,120.0,54166.666666666664,54166.666666666664
Sale,Casa,ZAPOPAN,,1121000.0,84.0,,13345.238095238095,
Sale,Casa,TLAQUEPAQUE,BALCONES DE SANTA MARIA,511000.0,60.0,,8516.666666666666,
Sale,Departamento,GUADALAJARA,QUINTA VELARDE,2371161.0,57.0,56.0,41599.31578947369,42342.16071428572
Sale,Casa,TLAJOMULCO,NUEVA GALICIA,3949000.0,115.0,166.0,34339.13043478261,23789.156626506025
Sale,Casa,ZAPOPAN,,8500000.0,144.0,210.0,59027.77777777778,40476.19047619047
Sale,Casa,ZAPOPAN,BOSQUES DEL CENTINELA,4500000.0,90.0,,50000.0,
Sale,Casa,ZAPOPAN,CIUDAD BUGAMBILIAS,19500000.0,550.0,600.0,35454.545454545456,32500.0
Sale,Departamento,ZAPOPAN,,4554700.0,,80.0,,56933.75
Sale,Casa,ZAPOPAN,COLINAS DE LAS AGUILAS,746215.0,130.0,250.0,5740.115384615385,2984.86
Sale,Casa,ZAPOPAN,LOS MOLINOS,780000.0,72.08,63.0,10821.309655937846,12380.952380952382
Sale,Casa,ZAPOPAN,,29500000.0,401.0,805.0,73566.08478802993,36645.96273291925
Sale,Departamento,GUADALAJARA,CHAPALITA,3429175.0,62.0,62.0,55309.27419354839,55309.27419354839
Sale,Departamento,GUADALAJARA,ARCOS,3388528.0,,71.0,,47725.74647887324
Sale,Casa,ZAPOPAN,MIRADOR DEL SOL,3915000.0,200.0,,19575.0,
Sale,Casa,ZAPOPAN,,7390000.0,230.0,230.0,32130.434782608696,32130.434782608696
Sale,Departamento,ZAPOPAN,VALLE REAL,48000000.0,,523.0,,91778.20267686424
Sale,Departamento,GUADALAJARA,CHAPALITA,3100000.0,,,,
Sale,Departamento,GUADALAJARA,AMERICANA,4000000.0,,117.0,,34188.03418803419
Sale,Casa,GUADALAJARA,MONUMENTAL,590000.0,200.0,250.0,2950.0,2360.0
Sale,Casa,GUADALAJARA,INDEPENDENCIA,4290000.0,169.0,119.0,25384.615384615383,36050.42016806723
Sale,Casa,ZAPOPAN,VALLARTA UNIVERSIDAD,13500000.0,300.0,,45000.0,
Sale,Departamento,ZAPOPAN,,3900000.0,,65.0,,60000.0
Sale,Casa,GUADALAJARA,VILLAS DE GUADALUPE,655000.0,89.0,89.0,7359.550561797752,7359.550561797752
Sale,Departamento,ZAPOPAN,CIUDAD GRANJA,5760000.0,,164.0,,35121.95121951219
Sale,Casa,GUADALAJARA,MODERNA,2900000.0,,,,
Sale,Casa,GUADALAJARA,LOMAS DEL PARAISO II,680000.0,210.0,,3238.095238095238,
Sale,Casa,ZAPOPAN,BOSQUES VALLARTA,6250000.0,165.0,247.0,37878.78787878788,25303.643724696358
Sale,Departamento,GUADALAJARA,,7655903.0,,137.0,,55882.50364963504
Sale,Casa,ZAPOPAN,CAMPO REAL,1285000.0,62.0,75.0,20725.8064516129,17133.333333333332
Sale,Casa,ZAPOPAN,,7090000.0,134.0,196.0,52910.44776119403,36173.4693877551
Sale,Casa,ZAPOPAN,,10500000.0,539.0,439.0,19480.51948051948,23917.995444191343
Sale,Casa,TLAJOMULCO,,1000000.0,,459.0,,2178.649237472767
Sale,Casa,ZAPOPAN,PUERTA DEL BOSQUE,25500000.0,376.0,550.0,67819.14893617021,46363.63636363636
Sale,Casa,ZAPOPAN,,14850000.0,600.0,403.0,24750.0,36848.63523573201
Sale,Casa,TLAJOMULCO,ARBOLADA BOSQUES DE SANTA ANITA,5390000.0,236.0,,22838.98305084746,
Sale,Casa,TLAJOMULCO,PUNTO SUR,6390000.0,160.77,240.0,39746.22130994588,26625.0
Sale,Departamento,GUADALAJARA,COLOMOS PROVIDENCIA,7769575.0,,141.0,,55103.36879432624
Sale,Casa,ZAPOPAN,JARDINES VALLARTA,7890000.0,350.0,336.0,22542.85714285714,23482.14285714286
Sale,Casa,ZAPOPAN,,9500000.0,258.0,295.0,36821.70542635659,32203.389830508473
Sale,Departamento,ZAPOPAN,,3706376.0,131.0,101.0,28292.946564885497,36696.792079207924
Sale,Casa,GUADALAJARA,,9000000.0,203.0,287.0,44334.97536945813,31358.885017421602
Sale,Departamento,GUADALAJARA,PROVIDENCIA,8540000.0,142.0,142.0,60140.84507042253,60140.84507042253
Sale,Casa,TLAJOMULCO,BOSQUE REAL DE SANTA ANITA,5500000.0,164.0,205.0,33536.58536585366,26829.268292682926
Sale,Departamento,GUADALAJARA,LADRON DE GUEVARA,4514400.0,79.2,79.2,57000.0,57000.0
Sale,Casa,ZAPOPAN,,7900000.0,163.0,,48466.25766871166,
Sale,Casa,ZAPOPAN,,10550000.0,506.0,,20849.8023715415,
Sale,Casa,ZAPOPAN,CIUDAD DEL SOL,16990000.0,800.0,491.66,21237.5,34556.40076475613
Sale,Departamento,GUADALAJARA,,3750000.0,,,,
Sale,Casa,ZAPOPAN,BOSQUE DEL CENTINELA II,1975767.0,100.0,120.0,19757.67,16464.725
Sale,Casa,ZAPOPAN,,1450000.0,66.0,76.0,21969.696969696968,19078.947368421053
Sale,Casa,ZAPOPAN,CIUDAD GRANJA,6024237.0,,157.0,,38370.93630573248
Sale,Casa,TLAJOMULCO,BOSQUES DE SANTA ANITA,6595000.0,220.0,,29977.272727272728,
Sale,Casa,ZAPOPAN,CIUDAD BUGAMBILIAS,19850000.0,566.0,471.0,35070.67137809187,42144.37367303609
Sale,Casa,ZAPOPAN,,3800000.0,84.0,139.0,45238.09523809524,27338.12949640288
Sale,Departamento,GUADALAJARA,,3991529.0,,57.0,,70026.82456140351
Sale,Casa,TLAJOMULCO,,1950000.0,,85.0,,22941.176470588234
Sale,Departamento,GUADALAJARA,MEXICALTZINGO,2013527.0,,4259.0,,472.7698990373327
Sale,Casa,GUADALAJARA,GUADALAJARA ORIENTE,5900000.0,,365.0,,16164.383561643835
Sale,Casa,TLAJOMULCO,LOS LAURELES,11500000.0,550.0,507.0,20909.090909090908,22682.445759368835
Sale,Casa,ZAPOPAN,,16488000.0,322.0,400.0,51204.96894409938,41220.0
Sale,Casa,ZAPOPAN,JARDINES DE TABACHINES,4030000.0,253.0,,15928.853754940712,
Sale,Departamento,ZAPOPAN,,2098000.0,139.0,164.0,15093.525179856115,12792.682926829268
Sale,Casa,ZAPOPAN,,11500000.0,157.0,372.0,73248.40764331211,30913.978494623654
Sale,Departamento,ZAPOPAN,,2896320.0,,,,
Sale,Casa,GUADALAJARA,,2753509.0,175.0,,15734.337142857143,
Sale,Casa,GUADALAJARA,,4700000.0,176.0,261.0,26704.545454545456,18007.66283524904
Sale,Casa,ZAPOPAN,BOSQUES DE SAN ISIDRO (LAS CAÑADAS),9600000.0,782.0,322.0,12276.21483375959,29813.66459627329
Sale,Departamento,GUADALAJARA,,4395624.0,,70.0,,62794.62857142857
Sale,Departamento,GUADALAJARA,COLINAS DE SAN JAVIER,5997000.0,,115.0,,52147.82608695652
Sale,Casa,GUADALAJARA,ECHEVERRIA,699000.0,,,,
Sale,Casa,ZAPOPAN,JARDINES DE GUADALUPE,10800000.0,300.0,,36000.0,
Sale,Casa,ZAPOPAN,JARDINES DEL SOL,9500000.0,265.0,343.0,35849.056603773584,27696.793002915452
Sale,Casa,TLAJOMULCO,,5980000.0,230.0,236.0,26000.0,25338.98305084746
Sale,Casa,TLAQUEPAQUE,COLONIAL TLAQUEPAQUE,4250000.0,130.0,198.0,32692.30769230769,21464.646464646463
Sale,Casa,EL SALTO,LAS PINTITAS,1995000.0,551.0,,3620.689655172414,
Sale,Departamento,TLAJOMULCO,,3307860.0,,149.0,,22200.40268456376
Sale,Casa,ZAPOPAN,SANTA RITA,9890000.0,167.0,220.0,59221.55688622755,44954.545454545456
Sale,Casa,ZAPOPAN,BOSQUES VALLARTA,6300000.0,165.0,219.0,38181.818181818184,28767.12328767123
